Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
6Tsu3OsuMz4KEGKbOYd6A0,"5me0Irg2ANcsgc93uaYrpb","Hypnotize - 2007 Remaster","Greatest Hits","The Notorious B.I.G.",2007-03-05,230000,71,spotify:user:1130225252,2021-02-04T12:58:03Z,"east coast hip hop,gangster rap,hardcore hip hop,hip hop,rap",0.895,0.694,9,-4.384,1,0.275,0.176,0,0.292,0.632,93.944,4
3LklW07tvdx2AHsgfi1Mng,"55Pp4Ns5VfTSFsBraW7MQy","I Wish","I Wish","Skee-Lo",1995-09-02,249293,66,spotify:user:1130225252,2021-02-04T12:58:07Z,"west coast rap",0.669,0.809,7,-7.146,1,0.147,0.00137,0,0.38,0.572,97.885,4
3wrXItG1dxGdjxLeMesjCU,"6vWDO969PvNqNYHIOW5v0m","Sweet Dreams","Sweet Dreams","Beyoncé",2009-07-16,208080,29,spotify:user:1130225252,2021-02-04T12:59:00Z,"pop,r&b",0.697,0.81,1,-5.997,1,0.1,0.102,0.0000122,0.0623,0.745,121.99,4
14blxrgE0VWAgv5aF2wWmx,"5K4W6rqBFWDnAN6FQUkS6x,3aQeKQSyrW4qWr35idm0cy","Good Life","Graduation","Kanye West,T-Pain",2007-09-11,207000,0,spotify:user:1130225252,2021-02-04T12:59:30Z,"chicago rap,hip hop,rap,dance pop,gangster rap,pop rap,r&b,southern hip hop,trap,urban contemporary",0.439,0.808,1,-6.881,1,0.346,0.00305,0,0.439,0.487,82.962,4
1q51MejmtLKEv8mABG8XRE,"6gbGGM0E8Q1hE511psqxL0,0BrPKSAeplwezYR1T2DF9s","Sexy Can I","All I Feel","Ray J,Yung Berg",2008-04-08,204040,24,spotify:user:1130225252,2021-02-04T12:59:41Z,"pop rap,urban contemporary,chicago rap",0.575,0.686,1,-6.008,1,0.319,0.296,0,0.617,0.926,172.167,4
00FROhC5g4iJdax5US8jRr,"59wfkuBoNyhDMQGCljbUbA,2mxe0TnaNL039ysAj51xPQ","Satisfy You","Forever","Diddy,R. Kelly",1999-08-24,288266,54,spotify:user:1130225252,2021-02-04T12:59:42Z,"dance pop,east coast hip hop,hip hop,hip pop,pop rap,rap",0.764,0.594,6,-10.05,1,0.185,0.591,0,0.145,0.695,87.261,4
3A4cpTBPaIQdtPFb5JxtaX,"6vbY3hOaCAhC7VjucswgdS,5K4W6rqBFWDnAN6FQUkS6x,7LnaAXbDVIL75IVPnndf7w","Slow Jamz","The College Dropout","Twista,Kanye West,Jamie Foxx",2004-02-10,316053,74,spotify:user:1130225252,2021-02-04T12:59:43Z,"chicago rap,dirty south rap,gangster rap,trap,hip hop,rap,contemporary r&b,hip pop,pop rap,r&b,southern hip hop,urban contemporary",0.559,0.733,2,-5.659,0,0.171,0.314,0,0.284,0.611,145.115,4
1MBM7CyZbwJpVbbZJnHHRg,"31TPClRtHm23RisEBtV3X7","Summer Love","FutureSex/LoveSounds","Justin Timberlake",2006-09-12,252973,68,spotify:user:1130225252,2021-02-04T12:59:56Z,"dance pop,pop",0.606,0.591,0,-7.228,0,0.087,0.0756,0,0.328,0.477,95.802,4
6sHsXIJoEN5JpdkGMQDJxt,"05oH07COxkXKIMt6mIPRee,6nzxy2wXs6tLgzEtqOkEi2","The Boy Is Mine","Never Say Never","Brandy,Monica",1998-05-29,294786,75,spotify:user:1130225252,2021-02-04T12:59:57Z,"contemporary r&b,dance pop,hip pop,r&b,urban contemporary",0.704,0.707,1,-6.537,0,0.0391,0.539,0.00106,0.318,0.761,93.145,4
0ARK753YaiJbpLUk7z5yIM,"2gBjLmx6zQnFGQJCAQpRgw,3AuMNF8rQAKOzjYppFNAoB","Dilemma","Nellyville","Nelly,Kelly Rowland",2002-06-25,289160,80,spotify:user:1130225252,2021-02-04T12:59:58Z,"dance pop,gangster rap,hip hop,pop rap,rap,st louis rap,urban contemporary,atl hip hop,hip pop,r&b",0.727,0.552,2,-8.074,0,0.14,0.227,0.000164,0.198,0.607,168.189,4
68vgtRHr7iZHpzGpon6Jlo,"23zg3TcAtWQy7J6upgbUnj,3DiDSECUqqY1AuBP8qtaIa","My Boo","Confessions (Expanded Edition)","USHER,Alicia Keys",2004-03-23,223440,82,spotify:user:1130225252,2021-02-04T12:59:59Z,"atl hip hop,contemporary r&b,dance pop,pop,r&b,rap,south carolina hip hop,urban contemporary,neo soul",0.662,0.507,5,-8.238,1,0.118,0.257,0,0.0465,0.676,86.412,4
0yhPEz5KxlDwckGJaMlZqM,"4UXqAaa6dQYAk18Lv7PEgX","Centuries","American Beauty/American Psycho","Fall Out Boy",2015-01-16,228360,0,spotify:user:1130225252,2021-02-04T13:00:11Z,"emo,modern rock,pop,rock",0.383,0.861,4,-2.816,0,0.0777,0.0038,0,0.11,0.48,176.084,4
1VSuFS7PahCN3SWbOcQ98m,"6TIYQ3jFPwQSRmorSezPxX,26VFTg2z8YR0cCuwLzESi2","forget me too (feat. Halsey)","Tickets To My Downfall","mgk,Halsey",2020-09-25,171620,70,spotify:user:1130225252,2021-02-04T13:00:12Z,"ohio hip hop,pop rap,electropop,etherpop,indie poptimism,pop",0.654,0.875,1,-4.845,1,0.0744,0.000417,0.0086,0.194,0.522,99.975,4
6mADjHs6FXdroPzEGW6KVJ,"6TIYQ3jFPwQSRmorSezPxX","bloody valentine","Tickets To My Downfall","mgk",2020-09-25,205158,69,spotify:user:1130225252,2021-02-04T13:00:13Z,"ohio hip hop,pop rap",0.533,0.858,2,-4.212,1,0.0766,0.00021,0,0.148,0.506,160.057,4
3kOEOG3Du6XtJmSkB7pGaZ,"3QaxveoTiMetZCMp1sftiu","Easy To Hate","FANDOM","Waterparks",2019-10-11,191252,0,spotify:user:1130225252,2021-02-04T13:00:14Z,"neon pop punk,pixie,pop punk,pov: indie,texas pop punk",0.587,0.871,5,-3.695,1,0.0376,0.00134,0,0.266,0.669,97.013,4
1vuUbnY82fCNjfzqjLmblw,"6TIYQ3jFPwQSRmorSezPxX,6Xgp2XMz1fhVYe7i6yNAax","all I know (feat. Trippie Redd)","Tickets To My Downfall","mgk,Trippie Redd",2020-09-25,129142,60,spotify:user:1130225252,2021-02-04T13:00:21Z,"ohio hip hop,pop rap,melodic rap,rap,trap",0.712,0.624,9,-6.911,1,0.067,0.0342,0.0000491,0.0919,0.335,77.471,4
3k0YJnqMKRZb8swo86vCkq,"6TIYQ3jFPwQSRmorSezPxX","drunk face","Tickets To My Downfall","mgk",2020-09-25,143900,65,spotify:user:1130225252,2021-02-04T13:00:23Z,"ohio hip hop,pop rap",0.691,0.77,7,-4.578,0,0.0367,0.0282,0,0.497,0.344,90.024,4
69LvvkHnFFnX3d5eNObtMo,"6TIYQ3jFPwQSRmorSezPxX","kiss kiss","Tickets To My Downfall","mgk",2020-09-25,138097,63,spotify:user:1130225252,2021-02-04T13:00:25Z,"ohio hip hop,pop rap",0.569,0.85,1,-5.134,1,0.055,0.000279,0,0.337,0.769,162.061,4
6Tsro9u5bnTJxFjuzuNA7R,"6Y64EaNqpqcZYTgs4c76gF,6ASri4ePR7RlsvIQgWPJpS","Tonight (feat. iann dior)","Tonight (feat. iann dior)","jxdn,iann dior",2020-10-21,135572,0,spotify:user:1130225252,2021-02-04T13:00:26Z,"pop punk,social media pop,melodic rap",0.501,0.633,5,-6.56,1,0.0466,0.00358,0,0.351,0.463,165.029,4
1eTdTVIxLlhHwwA50vEzZa,"6TIYQ3jFPwQSRmorSezPxX,6ASri4ePR7RlsvIQgWPJpS","nothing inside (feat. iann dior)","Tickets To My Downfall","mgk,iann dior",2020-09-25,172234,59,spotify:user:1130225252,2021-02-04T13:00:29Z,"ohio hip hop,pop rap,melodic rap",0.561,0.81,8,-4.754,0,0.0461,0.00047,0,0.157,0.508,87.5,4
6H7RUDjmjiGV4I9hE24Kk5,"6Y64EaNqpqcZYTgs4c76gF","drivers license","drivers license","jxdn",2021-01-19,237643,52,spotify:user:1130225252,2021-02-04T13:00:31Z,"pop punk,social media pop",0.598,0.787,10,-4.695,1,0.0548,0.0175,0,0.0887,0.298,144.021,4
4GUj9MfPPkjpZskxb45uiX,"6Y64EaNqpqcZYTgs4c76gF","ANGELS & DEMONS","ANGELS & DEMONS","jxdn",2020-05-19,160119,0,spotify:user:1130225252,2021-02-04T13:00:32Z,"pop punk,social media pop",0.554,0.8,8,-3.936,1,0.0395,0.119,0,0.629,0.463,115.056,4
4ih3Y0t86lfK8m8pTgEx4I,"6Y64EaNqpqcZYTgs4c76gF","BETTER OFF DEAD","BETTER OFF DEAD","jxdn",2020-12-18,155673,0,spotify:user:1130225252,2021-02-04T13:00:34Z,"pop punk,social media pop",0.684,0.672,10,-5.762,0,0.0341,0.151,0,0.116,0.381,93.965,4
0t66WOHS2gTyP9UnjFTqra,"6Y64EaNqpqcZYTgs4c76gF","SO WHAT!","SO WHAT!","jxdn",2020-07-16,141206,0,spotify:user:1130225252,2021-02-04T13:00:36Z,"pop punk,social media pop",0.598,0.662,4,-5.797,1,0.048,0.00301,0.000167,0.0812,0.531,174.937,4
6otiaV2fagE3s8IvP6WkwG,"2p4FqHnazRucYQHyDCdBrJ","I'm Just a Kid","No Pads, No Helmets...Just Balls (15th Anniversary Tour Edition)","Simple Plan",2002-03-19,198333,75,spotify:user:1130225252,2021-02-04T13:00:46Z,"canadian pop punk,canadian punk,canadian rock,modern rock,neon pop punk,pop punk,pop rock",0.527,0.834,1,-5.531,1,0.0447,0.00107,0.000102,0.0993,0.422,110.065,4
0MsrWnxQZxPAcov7c74sSo,"7oPftvlwr6VrsViSDV7fJY","Holiday / Boulevard of Broken Dreams","American Idiot","Green Day",2004-09-21,493400,72,spotify:user:1130225252,2021-02-04T13:00:48Z,"modern rock,permanent wave,punk,rock",0.29,0.827,8,-3.451,1,0.0362,0.000659,0.00000255,0.301,0.45,167.086,4
41pFyxOpS119Pb8JEzhx0w,"7oPftvlwr6VrsViSDV7fJY","Boulevard of Broken Dreams (feat. John Gallagher Jr., Rebecca Naomi Jones, Stark Sands, The American Idiot Broadway Company)","American Idiot - The Original Broadway Cast Recording","Green Day",2010-04-20,262386,53,spotify:user:1130225252,2021-02-04T13:00:51Z,"modern rock,permanent wave,punk,rock",0.417,0.647,8,-5.87,1,0.0296,0.0569,0.00000167,0.0585,0.339,166.12,4
0S8YOd6m4yL2JRkV2SXaAL,"3vzPY2IsGSU2kIumvNG7Nn","Sankaritar","Myrskyn edellä","Tiktak",2005-01-01,219000,42,spotify:user:1130225252,2021-02-04T13:01:10Z,"finnish dance pop,finnish pop,iskelma,suomi rock",0.557,0.935,0,-5.367,1,0.036,0.0000753,0,0.321,0.771,128.026,4
1jq28NGw6wdtFKx8MBPy6C,"6deZN1bslXzeGvOLaLMOIF","Burn It to the Ground","Dark Horse","Nickelback",2008-10-28,212346,77,spotify:user:1130225252,2021-02-04T13:01:12Z,"alternative metal,canadian rock,post-grunge",0.617,0.922,11,-3.474,1,0.0744,0.000247,0.388,0.363,0.6,132.059,4
5vfjUAhefN7IjHbTvVCT4Z,"7oPftvlwr6VrsViSDV7fJY","Holiday","Holiday","Green Day",2005-03-30,233026,74,spotify:user:1130225252,2021-02-04T13:01:20Z,"modern rock,permanent wave,punk,rock",0.538,0.884,8,-3.251,1,0.031,0.000138,0,0.466,0.736,146.511,4
0tyR7Bu9P086aWBFZ4QJoo,"46gyXjRIvN1NL1eCB8GBxo,2cFrymmkijnjDg9SS92EPM","Monsters (feat. blackbear)","Wake Up, Sunshine","All Time Low,blackbear",2020-04-03,174067,71,spotify:user:1130225252,2021-02-04T13:01:24Z,"modern rock,neon pop punk,pop emo,pop punk,pop",0.369,0.845,0,-3.449,0,0.0611,0.0493,0,0.416,0.782,78.532,4
03j1Sho436mK0c4YqQWg1K,"2SqxqNtAbLxHG8FB2gGiIJ","Cooler Than Me","Cooler Than Me","Ethan Fields",2020-08-15,155294,0,spotify:user:1130225252,2021-02-04T13:01:27Z,"",0.578,0.849,5,-4.614,0,0.0595,0.00218,0,0.389,0.626,136.021,4
47RdxOp686m51Z8QWf5DHp,"6lnEWBl7dhcA1FL5yqRHPO","In The End","INSANE","Anime",2018-05-10,201724,44,spotify:user:1130225252,2021-02-04T13:01:41Z,"dark hardcore,uptempo hardcore",0.433,0.96,4,-1.991,0,0.113,0.00399,0.0352,0.075,0.078,174.012,4
1qge6WjUL6pvi3NRvgQoIV,"15iVAtD3s3FsQR4w1v6M0P","4ever","The GloFiles (Pt. 4)","Chief Keef",2020-03-06,133530,0,spotify:user:1130225252,2021-02-04T13:01:44Z,"chicago bop,chicago drill,chicago rap,drill,hip hop,rap,trap",0.5,0.811,10,-5.922,0,0.133,0.247,0,0.205,0.518,129.982,4
0wSlgvBam0JTOoGI1nUTOB,"7z8fkGpUDt6eb6fyysRTH9","Goodbye","Goodbye","Skan",2020-11-06,214153,0,spotify:user:1130225252,2021-02-04T13:01:46Z,"traprun",0.483,0.677,3,-5.665,0,0.0377,0.0313,0.0000692,0.148,0.232,130.086,4
04qJl51WzDOS8BisjWynbt,"3I4GcOB25cSJHa9d7Bsgji","Kukaan ei henkiin herätä","Kaikki loppuu aina","costee",2020-08-07,193977,25,spotify:user:1130225252,2021-02-04T13:01:49Z,"finnish dance pop,finnish hip hop,finnish pop",0.339,0.498,1,-9.18,1,0.169,0.572,0,0.0915,0.533,149.855,4
7I0KL3mZTBZWUIbrZCO03w,"5bgKGq1MvIPXnnMBQU8Ydo","Short dick man remix - Remix","Short dick man remix (Remix)","Shortster 0161",2021-01-04,276120,0,spotify:user:1130225252,2021-02-04T13:01:51Z,"",0.866,0.507,6,-9.696,0,0.231,0.149,0.613,0.322,0.302,133.06,4
086myS9r57YsLbJpU0TgK9,"7Ln80lUS6He07XvHI8qqHH","Why'd You Only Call Me When You're High?","AM","Arctic Monkeys",2013-09-09,161123,88,spotify:user:1130225252,2021-02-04T13:01:56Z,"garage rock,modern rock,permanent wave,rock,sheffield indie",0.691,0.631,2,-6.478,1,0.0368,0.0483,0.0000113,0.104,0.8,92.004,4
6h2Tl2kUxljW3XXqbbhpXN,"6fU9vzuziiZNiZWawoCz2x","Adore U","Adore U","Lil Rain",2015-05-18,271282,41,spotify:user:1130225252,2021-02-04T13:01:58Z,"",0.291,0.503,6,-8.756,1,0.0506,0.886,0,0.117,0.461,69.143,4
1K1j5IkohC4t0S8zjrYbOH,"3aD9K1zaLQ3G7yp9XV5E4D","Waving At Cars","Waving At Cars","Isac Elliot",2021-01-29,159245,43,spotify:user:1130225252,2021-02-04T13:02:02Z,"finnish dance pop,finnish hip hop,finnish pop",0.775,0.673,5,-7.704,1,0.0423,0.218,0,0.074,0.71,120.056,4
0vWUhCPxpJOJR5urYbZypB,"2WBJQGf1bT1kxuoqziH5g4,4FrXHrpbDLNyO3pbVv8RmF","Hypnotized","Hypnotized","Purple Disco Machine,Sophie and the Giants",2020-04-08,195657,66,spotify:user:1130225252,2021-02-04T13:02:05Z,"deep house,house,sheffield indie",0.69,0.813,11,-5.084,0,0.0997,0.0968,0.000324,0.109,0.704,108.078,4
1AgWBneH9AdwnWtXVCPdV7,"7tr9pbgNEKtG0GQTKe08Tz","goodbye","A Museum Of Contradiction","Mk.gee",2020-05-22,113905,39,spotify:user:1130225252,2021-02-04T13:02:09Z,"experimental r&b",0.334,0.303,10,-10.665,1,0.0287,0.96,0.663,0.084,0.19,81.185,4
4B1rpPmQXwj78wk6aIGwwU,"6KImCVD70vtIoJWnq6nGn3","Two Ghosts","Harry Styles","Harry Styles",2017-05-12,229813,68,spotify:user:1130225252,2021-02-04T13:02:11Z,"pop",0.386,0.407,6,-7.095,0,0.0268,0.234,0.00000186,0.0999,0.456,69.387,4
60rHc4AkLlP4XVSATvBb6K,"6om12Ev5ppgoMy3OYSoech","I Miss the Misery","The Strange Case of...","Halestorm",2012-04-03,183506,64,spotify:user:1130225252,2021-02-04T13:02:14Z,"alternative metal,nu metal,post-grunge",0.469,0.969,0,-2.219,1,0.0589,0.009,0.0000111,0.346,0.476,164.042,4
5v36YJWpZescMmKrYmY4bx,"3sMD9js59UX6gYODxbg1VV,0kWknKjD7r2hNh8KntEx59","Mitä mulle jää","Ääniviesti","Bizi,TIPPA",2018-07-20,200624,20,spotify:user:1130225252,2021-02-04T13:02:19Z,"finnish hip hop,finnish dance pop,finnish trap",0.838,0.459,11,-9.892,0,0.0529,0.0346,0,0.0704,0.481,127.913,4
2F83FxNVkK6PPMHuYnwyVc,"1Cs0zKBU1kc0i8ypK3B9ai,4npEfmQ6YuiwW1GpUmaq3F","Let It Be Me (feat. Ava Max)","7","David Guetta,Ava Max",2018-09-14,172933,57,spotify:user:1130225252,2021-02-04T13:02:22Z,"big room,dance pop,edm,pop,pop dance",0.743,0.529,7,-6.187,0,0.0505,0.128,0,0.181,0.438,102.048,4
171PWhxgdrIOgcAiBPO3Gr,"6X8WdFjrNhXATMDSs26aCc,37ASGd4rWpHjuVonnYAN6S,137W8MRPWKqSmrBGDBFSop","The Count (feat. Wiz Khalifa)","The Marina","Curren$y,Harry Fraud,Wiz Khalifa",2018-05-30,194594,61,spotify:user:1130225252,2021-02-04T13:02:26Z,"dirty south rap,new orleans rap,southern hip hop,boom bap,instrumental hip hop,hip hop,pittsburgh rap,pop rap,rap,trap",0.385,0.757,0,-5.96,1,0.167,0.709,0,0.235,0.469,82.673,4
1gihuPhrLraKYrJMAEONyc,"7CajNmpbOovFoOoasH2HaY","Feel So Close - Radio Edit","18 Months","Calvin Harris",2012-10-29,206413,84,spotify:user:1130225252,2021-02-04T13:02:28Z,"dance pop,edm,electro house,house,pop,pop dance,progressive house,uk dance",0.707,0.924,7,-2.842,1,0.031,0.000972,0.00703,0.204,0.919,127.937,4
6V9fHiv84WlVTg7CSnIVY2,"26VFTg2z8YR0cCuwLzESi2","Graveyard","Graveyard","Halsey",2019-09-13,181805,0,spotify:user:1130225252,2021-02-04T13:02:33Z,"electropop,etherpop,indie poptimism,pop",0.667,0.583,11,-5.127,0,0.0747,0.231,0.0000448,0.181,0.187,92.043,4
4NXXZjd4NObI6yK0JKaTEE,"4rTv3Ejc7hKMtmoBOK1B4T","Lost My Lover","YOU","Ali Gatie",2019-11-08,198592,45,spotify:user:1130225252,2021-02-04T13:02:47Z,"canadian hip hop",0.607,0.421,10,-12.157,0,0.0611,0.812,0.0000592,0.11,0.395,120.215,4
1v7L65Lzy0j0vdpRjJewt1,"7dGJo4pcD2V6oG8kP0tJRR","Lose Yourself","Just Lose It","Eminem",2004-01-01,322226,81,spotify:user:1130225252,2021-02-04T13:02:55Z,"detroit hip hop,hip hop,rap",0.686,0.735,2,-4.616,1,0.264,0.00921,0.00066,0.342,0.0596,171.355,4
3zmduBNsQ6BPDTZAkXzG5K,"5K6YsAKuRtcczPgxAdzc3B,4e0Z9S1BolFuwPDnA8wOjF,3OMd4I5GX8Hz51SLS0C2Fm","Can't Be Touched (feat. Mr. Magic & Trouble)","Body Head Bangerz, Vol. 1","Roy Jones Jr.,Mr Magic,Trouble",2004-10-26,214400,74,spotify:user:1130225252,2021-02-04T13:02:57Z,"",0.642,0.777,4,-4.809,0,0.094,0.00323,0,0.227,0.413,96.986,4
20McUFi8KCIVdNDLrkTDuZ,"2o08sCWF5yyo2G4DCiT7T9","Goosebumps","Goosebumps","HVME",2020-06-12,163208,71,spotify:user:1130225252,2021-02-04T13:02:59Z,"slap house",0.767,0.659,1,-7.429,1,0.0444,0.325,0,0.13,0.439,124.946,4
4TCG827sk5fDEmUvcQlStk,"5LHRHt1k9lMyONurDHEdrp,31W5EY0aAly4Qieq6OFu6I","Goddamn (feat. A Boogie wit da Hoodie)","Legendary","Tyga,A Boogie Wit da Hoodie",2019-06-07,211039,54,spotify:user:1130225252,2021-02-04T13:03:00Z,"hip hop,pop rap,rap,southern hip hop,trap,melodic rap",0.951,0.573,0,-6.002,0,0.227,0.0667,0,0.119,0.42,105.052,4
792HwhrdO3ErRKL5yRe4Ge,"0eDvMgVFoNV3TpwtrVCoTj","Invincible","Meet The Woo 2","Pop Smoke",2020-02-07,127546,77,spotify:user:1130225252,2021-02-04T13:03:01Z,"brooklyn drill,rap",0.548,0.732,11,-5.652,0,0.336,0.125,0,0.269,0.612,142.791,4
2avaSeKHI5l4sLruVfLdi2,"26bcq2nyj5GB7uRr558iQg","Burning Heart - From Rocky IV Soundtrack","Rocky IV","Survivor",1985,230720,67,spotify:user:1130225252,2021-02-04T13:03:03Z,"album rock,glam metal,hard rock,soft rock",0.651,0.665,9,-7.43,0,0.0269,0.221,0.00000791,0.0403,0.647,97.996,4
422ZM0ccoh9WxxOxGculeP,"3PgEvPJKRuil74QPX8wtXY","Glory","Glory","Friday Pilots Club",2019-02-08,209484,47,spotify:user:1130225252,2021-02-04T13:03:04Z,"indie rockism,modern alternative rock",0.534,0.909,8,-4.209,0,0.0564,0.0188,0,0.352,0.44,114.028,4
6E37j4b44JGpdk297urpKM,"1o2NpYGqHiCq7FoiYdyd1x","like that","aurora","Bea Miller",2018-02-23,185546,67,spotify:user:1130225252,2021-02-04T13:03:09Z,"alt z,pop,talent show",0.573,0.441,6,-5.799,0,0.0758,0.186,0,0.61,0.389,61.657,4
5NyA9sbbbRbjBeoJqFw1th,"0H0OkFxp022WOyKlt3HmlA","Hit and Run","Hit and Run","LOLO",2014-08-12,184641,55,spotify:user:1130225252,2021-02-04T13:03:11Z,"",0.675,0.82,11,-5.443,0,0.0526,0.00244,0,0.26,0.671,98.033,4
5FVd6KXrgO9B3JPmC8OPst,"7Ln80lUS6He07XvHI8qqHH","Do I Wanna Know?","AM","Arctic Monkeys",2013-09-09,272394,88,spotify:user:1130225252,2021-02-04T13:03:12Z,"garage rock,modern rock,permanent wave,rock,sheffield indie",0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03,4
4BbxSTDqfnX76DtwZLHuJb,"5jLwURKdEPDvuYnac74s9c","The Boy Does Nothing","The Boy Does Nothing","Alesha Dixon",2008-10-31,214906,45,spotify:user:1130225252,2021-02-04T13:03:15Z,"europop,talent show",0.57,0.961,3,-3.664,0,0.175,0.124,0.0000476,0.137,0.842,174.053,4
0C9g70hdhr7W3HCs3ITUYz,"6d7y6nsZYPrRqATZXMASVb","No Scrubs","No Scrubs","Unlike Pluto feat. Joanna Jones",1999,201600,0,spotify:user:1130225252,2021-02-04T13:03:16Z,"",0.458,0.778,1,-4.831,0,0.279,0.164,0,0.315,0.312,72.55,4
5uEYRdEIh9Bo4fpjDd4Na9,"0Y5tJX1MQlPlqiwlOH1tJY,2o08sCWF5yyo2G4DCiT7T9","Goosebumps - Remix","Goosebumps (Remix)","Travis Scott,HVME",2021-01-15,162802,78,spotify:user:1130225252,2021-02-04T13:03:35Z,"hip hop,rap,slap house",0.841,0.593,1,-7.846,1,0.0379,0.418,0,0.124,0.808,124.917,4
3USxtqRwSYz57Ewm6wWRMp,"4yvcSjfu4PC0CYQyLy4wSq","Heat Waves","Dreamland","Glass Animals",2020-08-07,238805,88,spotify:user:1130225252,2021-02-04T13:03:43Z,"gauze pop,indietronica,modern rock,pov: indie,shiver pop",0.761,0.525,11,-6.9,1,0.0944,0.44,0.0000067,0.0921,0.531,80.87,4
6ft4hAq6yde8jPZY2i5zLr,"0xRXCcSX89eobfrshSVdyu,5KNNVgR6LBIABRIomyCwKJ","Paradise (feat. Dermot Kennedy)","Paradise","MEDUZA,Dermot Kennedy",2020-10-30,167903,72,spotify:user:1130225252,2021-02-04T13:03:47Z,"edm,pop dance,pop house,uk dance,folk-pop,irish pop,uk pop",0.632,0.595,8,-7.644,0,0.0401,0.0689,0,0.209,0.435,124.114,4
1RSzyxqtIO4yX3EyiV4zT5,"7arQA31aZVS8yS6zUveWzb","Whoopty","Whoopty","CJ",2020-08-20,123480,0,spotify:user:1130225252,2021-02-04T13:03:49Z,"nyc rap",0.714,0.609,3,-7.683,0,0.17,0.194,0,0.126,0.778,140.206,4
0psS4i5YooJrXfDnGvWRLi,"6qqNVTkY8uBg9cP3Jd7DAH,7ltDVBr6mKbRvohxheJ9h1","Lo Vas A Olvidar (with ROSALÍA)","Lo Vas A Olvidar (with ROSALÍA)","Billie Eilish,ROSALÍA",2021-01-21,203464,64,spotify:user:1130225252,2021-02-04T13:03:51Z,"art pop,pop,r&b en espanol",0.343,0.243,4,-14.66,0,0.0777,0.721,0.00198,0.0668,0.032,135.154,4
03B2SfXuvDh1m9F4tqrX07,"74KM79TiuVKeVCqs8QtB0B","Skin","Skin","Sabrina Carpenter",2021-01-22,177500,68,spotify:user:1130225252,2021-02-04T13:03:56Z,"pop",0.557,0.457,7,-5.372,1,0.0335,0.428,0,0.0567,0.328,105.918,4
2vBET2pmrQqafaS6zIaYta,"1yxSLGMDHlW21z4YXirZDS,0EmeFodog0BfCgMzAIvKQp","GIRL LIKE ME","Translation","Black Eyed Peas,Shakira",2020-06-18,220659,54,spotify:user:1130225252,2021-02-04T13:04:07Z,"dance pop,pop,pop rap,colombian pop,latin pop",0.964,0.486,2,-8.891,1,0.188,0.0194,0.04,0.0694,0.318,124.058,4
4pBhTGnL5N5KqsyqU58jee,"6DdbeAeBlrYj8bNToZv4TY","I'm not Pretty","I'm not Pretty","JESSIA",2021-01-08,118400,0,spotify:user:1130225252,2021-02-04T13:04:11Z,"alt z",0.783,0.526,7,-6.478,1,0.261,0.0802,0,0.066,0.902,75.002,4
1nYzjrdVQ8RpF93M0jPFW7,"7Lk9V7E1u5gqSHmtcKlOqH","Remember That Night?","Remember That Night?","Sara Kays",2020-11-06,227186,75,spotify:user:1130225252,2021-02-04T13:04:13Z,"alt z,gen z singer-songwriter,modern indie pop",0.679,0.61,7,-10.936,0,0.0305,0.585,0.0000951,0.156,0.554,123.978,4
6t1FIJlZWTQfIZhsGjaulM,"057gc1fxmJ2vkctjQJ7Tal","Video Killed The Radio Star","The Age Of Plastic","The Buggles",1980-01-10,253800,66,spotify:user:1130225252,2021-02-04T17:24:40Z,"early synthpop,new wave pop,zolo",0.675,0.61,1,-13.811,1,0.085,0.0852,0.0188,0.159,0.344,131.037,4
76798uYU1DhBRVWxSo1bhY,"4bthk9UfsYUYdcFyqxmSUU","Everybody Wants To Rule The World","Shout: The Very Best Of Tears For Fears","Tears For Fears",2001-01-01,247533,0,spotify:user:1130225252,2021-02-04T17:24:47Z,"new romantic,new wave,new wave pop,permanent wave,rock,sophisti-pop,synthpop",0.687,0.886,7,-8.219,1,0.0485,0.38,0.00646,0.0702,0.467,112.073,4
5DeXQ3qADuDmqsosnZAK3o,"6IRouO5mvvfcyxtPDKMYFN","I Want to Know What Love Is - 2008 Remaster","No End in Sight: The Very Best of Foreigner","Foreigner",2008-07-08,301106,61,spotify:user:1130225252,2021-02-04T17:25:01Z,"album rock,classic rock,glam metal,hard rock,heartland rock,mellow gold,rock,soft rock",0.48,0.529,6,-7.825,1,0.0275,0.17,0.00000427,0.257,0.469,81.527,4
4kxOMXF9aVjztdBVM12gbn,"3sc7iUG1Wwpwx7bHeZolgx","Venus","The Very Best of Bananarama","Bananarama",2001-10-29,229164,0,spotify:user:1130225252,2021-02-04T17:25:08Z,"girl group,hi-nrg,new romantic,new wave,new wave pop,soft rock",0.722,0.961,9,-4.812,1,0.0514,0.0883,0.61,0.278,0.91,126.113,4
